 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

 7588  6440.087868  0.000231     31196  6440.088966  ThI   
 7589  6440.165585  0.000470      6880  6440.162461  ThII  
 7590  6440.380523  0.002526      1784               ?     
 7591  6440.456466  0.000897      3338               ?     
 7592  6442.018325  0.001867       982               ?     
 7593  6442.134969  0.000383      5231               ?     
 7594  6443.061464  0.000179     12548               ?     
 7595  6443.680982  0.000178    108324  6443.680109  ArII  
 7596  6447.344638  0.001662      1534               ?     
 7597  6447.420473  0.000248     21241  6447.422120  ThI   
 7598  6447.917464  0.000175     19807  6447.915710  ThI   
 7599  6448.552656  0.000174    198540  6448.552919  ThI   

 7600  6448.972427  0.000208      1835               ?     
 7601  6449.239146  0.001541       924               ?     
 7602  6449.331313  0.002837       824               ?     
 7603  6449.406223  0.004825       397               ?     
 7604  6449.775755  0.000506      3401               ?     
 7605  6449.865330  0.002774       462               ?     
 7606  6450.101542  0.000289       894               ?     
 7607  6450.508083  0.000174      9526               ?     
 7608  6450.618356  0.000204      1374               ?     
 7609  6451.301788  0.000176      4311               ?     
 7610  6451.591227  0.000172     30972  6451.590635  NoID  
 7611  6451.788336  0.000171    238785  6451.788600  ThI   
 7612  6452.065067  0.000327      6048               ?     
 7613  6452.153884  0.000198     13705  6452.152262  NoID  
 7614  6452.379307  0.000174      9096               ?     
 7615  6452.480434  0.000189      5229               ?     
 7616  6452.737133  0.000170     70267  6452.738511  ThI   
 7617  6453.042755  0.000178      3810               ?     
 7618  6453.841801  0.000170     28609  6453.842185  ThI   
 7619  6454.628384  0.001248       810               ?     
 7620  6454.734208  0.000172     11943  6454.735454  ThI   
 7621  6454.825116  0.001279      1026               ?     
 7622  6455.129947  0.000175      3475               ?     
 7623  6455.334944  0.000207      1758               ?     
 7624  6456.411875  0.000188      1846               ?     
 7625  6457.048678  0.000167     34007  6457.048655  ThI   
 7626  6457.174698  0.001360       632               ?     
 7627  6457.273738  0.000319      1501               ?     
 7628  6457.380943  0.000172      4747  6457.380427  NoID  
 7629  6457.846339  0.000738      2003               ?     
 7630  6457.950023  0.001001      1293               ?     
 7631  6458.174719  0.000616      2731               ?     
 7632  6458.284421  0.000268      9998               ?     
 7633  6460.202490  0.002989      8578               ?     
 7634  6460.244129  0.012556      3968               ?     
 7635  6460.663424  0.000306      1713               ?     
 7636  6460.901845  0.000198      2683               ?     
 7637  6461.082920  0.000166      8707               ?     
 7638  6461.815236  0.000175      2790               ?     
 7639  6462.259992  0.000162     69450  6462.260332  ThI   
 7640  6462.479968  0.000192      1973               ?     
 7641  6462.723049  0.000170      3847               ?     
 7642  6462.852835  0.000163     14414               ?     
 7643  6465.175386  0.000240      1272               ?     
 7644  6466.186725  0.000180      2925               ?     
 7645  6467.373294  0.000160     11796  6467.368581  NoID  
 7646  6467.483622  0.000192      2896               ?     
 7647  6468.145306  0.000157     42882  6468.144186  ThI   
 7648  6468.338856  0.000157    642814  6468.339236  ArI   
 7649  6468.503184  0.000157    103291  6468.504171  ThI   
 7650  6468.935260  0.000324     10005               ?     
 7651  6469.011534  0.001487      1064               ?     
 7652  6469.343765  0.000206      1759               ?     
 7653  6469.462381  0.000156     64996  6469.462735  ThI   
 7654  6469.592723  0.000268      2218               ?     
 7655  6469.709900  0.000158     20962  6469.708176  NoID  
 7656  6469.836981  0.000156     91874  6469.836178  ArII  
 7657  6472.881149  0.000605      1581               ?     
 7658  6473.001892  0.000153     52369  6473.001412  ThII  
 7659  6473.331877  0.000400       806               ?     
 7660  6473.446023  0.000153     22970  6473.446083  NoID  
 7661  6473.727641  0.000157      6275               ?     
 7662  6474.218516  0.000152     74790  6474.218410  ArII  
 7663  6474.753153  0.000469      3475               ?     
 7664  6476.532167  0.000658     31750  6476.531840  ThI   
 7665  6476.585559  0.000608     40810  6476.586244  ThI   
 7666  6477.112721  0.000506     11739  6477.111872  ArII  
 7667  6480.406795  0.000225      2197               ?     
 7668  6480.529156  0.000274      1311               ?     
 7669  6480.732296  0.000228      1826               ?     
 7670  6481.747022  0.000420      2558               ?     
 7671  6481.876352  0.000272      5041  6481.879391  ArII  
 7672  6482.234611  0.000213      3384               ?     
 7673  6482.401462  0.000208      4760               ?     
 7674  6482.936082  0.000202    105671  6482.935814  ArI   
 7675  6483.091675  0.000202     50525  6483.092668  ThI   
 7676  6484.874765  0.000200    802518  6484.874031  ArII  
 7677  6485.862046  0.000202     12843  6485.861137  ThI   
 7678  6485.964318  0.001877       975               ?     
 7679  6486.410246  0.000689       613               ?     
 7680  6486.805878  0.000290       749               ?     
 7681  6486.943132  0.000235      1488               ?     
 7682  6487.050608  0.000255      1296               ?     
 7683  6487.170138  0.000200     13736  6487.167941  ThII  
 7684  6488.017555  0.000270       779               ?     
 7685  6488.435293  0.000303       799               ?     
 7686  6488.624577  0.000207      4763               ?     
 7687  6488.765237  0.001277      1332               ?     
 7688  6488.868422  0.001423      1182               ?     
 7689  6489.273405  0.000197     84031  6489.273759  ThI   
 7690  6490.676028  0.000196    103004  6490.676264  ThI   
 7691  6492.377351  0.000205     10040               ?     
 7692  6492.530900  0.000194    928777  6492.530717  ThI   
 7693  6493.204398  0.000198      5248               ?     
 7694  6494.991671  0.000193    390932  6494.991653  ThI   
 7695  6495.571734  0.000192     76203  6495.572043  NoID  
 7696  6495.763368  0.000192    155444  6495.763349  ArI   
 7697  6496.422581  0.000323       690               ?     
 7698  6496.775503  0.000227      1578               ?     
 7699  6497.050305  0.000214     33436  6497.051985  ThI   
 7700  6497.132646  0.005291      1075               ?     
 7701  6497.717274  0.000435      6651               ?     
 7702  6497.824819  0.000191     44381  6497.824087  ThI   
 7703  6498.759609  0.000336      9019               ?     
 7704  6498.851004  0.001894       979               ?     
 7705  6499.285766  0.000190     45283  6499.287187  ThI   
 7706  6500.564019  0.000222      4546               ?     
 7707  6500.900674  0.000188    107146  6500.901438  ArI   
 7708  6501.440971  0.000189     17517  6501.441461  NoID  
 7709  6502.453601  0.000188     28850  6502.453701  ThI   
 7710  6503.158278  0.000188     22330  6503.156925  ArII  
 7711  6503.787891  0.000186    255502  6503.788476  ThI   
 7712  6503.979045  0.000215     18229  6503.980648  ArII  
 7713  6505.308871  0.000185     48084  6505.308094  ThII  
 7714  6505.696082  0.000205      2937               ?     
 7715  6505.788613  0.000368      2214               ?     
 7716  6506.023587  0.000186      8944               ?     
 7717  6507.934905  0.000479      6370               ?     
 7718  6508.029764  0.000853      2499               ?     
 7719  6508.175898  0.000328      2252               ?     
 7720  6508.310608  0.000573      2828               ?     
 7721  6508.462113  0.000734      1730               ?     
 7722  6508.633956  0.000627      2446               ?     
 7723  6508.784591  0.000182    288140  6508.784682  ThI   
 7724  6508.946812  0.000651      2540               ?     
 7725  6509.114690  0.000321      1579               ?     
 7726  6509.308496  0.003388      3183               ?     
 7727  6509.358764  0.000974      8044  6509.356777  NoID  
 7728  6509.487474  0.000947      1309               ?     
 7729  6509.653589  0.000725      1976               ?     
 7730  6509.742152  0.000298      3778               ?     
 7731  6509.857214  0.000453      2663               ?     
 7732  6509.974994  0.000182     44755               ?     
 7733  6510.159179  0.000181    161204  6510.158719  ThI   
 7734  6511.286975  0.000740      2042               ?     
 7735  6511.404716  0.001172      1397               ?     
 7736  6511.509041  0.001499      1121               ?     
 7737  6511.650207  0.000289      1944               ?     
 7738  6511.756737  0.000448      2250               ?     
 7739  6511.960906  0.001757       874               ?     
 7740  6512.061455  0.000400      5951               ?     
 7741  6512.164705  0.000903      1861               ?     
 7742  6512.510657  0.000560      2802               ?     
 7743  6512.797500  0.000181     18461  6512.795830  ThII  
 7744  6513.051131  0.000181     18287  6513.050806  ThII  
 7745  6513.157097  0.000180     26844  6513.153972  ThII  
 7746  6513.305456  0.003131      1229               ?     
 7747  6513.379258  0.000472      7983               ?     
 7748  6514.850952  0.000180      9370               ?     
 7749  6515.645119  0.000177     94558  6515.645515  ArI   
 7750  6516.092624  0.001170      1412               ?     
 7751  6516.177204  0.000749      2359               ?     
 7752  6516.273786  0.000636      2647               ?     
 7753  6516.493742  0.000180      6496               ?     
 7754  6517.947547  0.000237      2997               ?     
 7755  6518.522634  0.000231      1932               ?     
 7756  6520.244892  0.000242      4424  6520.245257  ThII  
 7757  6523.844355  0.000170    329058  6523.845169  ThI   
 7758  6524.301421  0.000195     34598  6524.301408  ThI   
 7759  6524.381301  0.000809      2922               ?     
 7760  6526.209859  0.001435      2045               ?     
 7761  6526.302302  0.000334     11111               ?     
 7762  6526.478037  0.001716       679               ?     
 7763  6526.598549  0.000883      1320               ?     
 7764  6526.746067  0.000200      1256               ?     
 7765  6526.870793  0.000363      1192               ?     
 7766  6528.384364  0.000192      7672               ?     
 7767  6528.709298  0.000167     14569  6528.707717  NoID  
 7768  6529.075178  0.000283      2887               ?     
 7769  6529.699093  0.000602      2793               ?     
 7770  6529.825087  0.000939      1826               ?     
 7771  6529.939963  0.000971      1742               ?     
 7772  6530.027958  0.001476      1292               ?     
 7773  6530.189866  0.000292      2883               ?     
 7774  6530.311891  0.001941      1079               ?     
 7775  6530.410137  0.001059      2329               ?     
 7776  6530.575846  0.000578      1414               ?     
 7777  6530.700930  0.000682      2150               ?     
 7778  6530.810019  0.001791      1004               ?     
 7779  6530.908390  0.003526      1172               ?     
 7780  6530.978636  0.001978      2636               ?     
 7781  6532.297601  0.001135      1821               ?     
 7782  6532.379444  0.000369      9323               ?     
 7783  6532.507232  0.001263      1828               ?     
 7784  6534.027720  0.000166      6665  6534.025940  ThII  
 7785  6534.681176  0.002477      1661               ?     
 7786  6534.750990  0.001258      4968               ?     
 7787  6537.950266  0.000158     34814  6537.949821  NoID  
 7788  6538.524261  0.000204      1372               ?     
 7789  6538.981437  0.000158     25052  6538.983510  ThI   
 7790  6539.312961  0.000191      4118               ?     
 7791  6539.420700  0.000157     67841  6539.420016  ThI   
 7792  6540.998138  0.000212      1352               ?     
 7793  6541.191009  0.000188      1788               ?     
 7794  6541.286785  0.000463       965               ?     
 7795  6542.231950  0.000430      7646               ?     
 7796  6542.345241  0.000455      7279               ?     
 7797  6543.252631  0.000257      1372               ?     
 7798  6543.582004  0.000172      4051               ?     
 7799  6543.857136  0.000153     45945  6543.857097  ThI   

 7800  6544.182569  0.000531      2119               ?     
 7801  6544.319473  0.000498     15091  6544.320550  ThI   
 7802  6545.172460  0.000520      1562               ?     
 7803  6546.404732  0.000536      2327               ?     
 7804  6547.527167  0.000207     76343  6547.526864  ThI   
 7805  6548.584867  0.000243      1941               ?     
 7806  6548.833561  0.000267      1432               ?     
 7807  6549.161090  0.000218      5049  6549.162939  ArII  
 7808  6549.345905  0.001174      1894               ?     
 7809  6550.341372  0.000217      4650               ?     
 7810  6550.470652  0.000238      2711               ?     
 7811  6550.601301  0.000306      1404               ?     
 7812  6550.741222  0.000293      1995               ?     
 7813  6550.872077  0.000260      1397               ?     
 7814  6551.994783  0.000204     49817  6551.997194  NoID  
 7815  6552.358358  0.000206     12930  6552.357084  ThII  
 7816  6553.309849  0.000210     14602               ?     
 7817  6553.515529  0.000203    167584  6553.515417  ThI   
 7818  6557.283624  0.000723      2931               ?     
 7819  6557.776771  0.000674      3678               ?     
 7820  6557.868340  0.002529       789               ?     
 7821  6558.028171  0.000369      3737               ?     
 7822  6558.535932  0.001313      2144               ?     
 7823  6558.615507  0.001078      2551               ?     
 7824  6560.541269  0.000661      3501               ?     
 7825  6560.687619  0.000198    409820  6560.687378  ThI   
 7826  6560.899906  0.000199     18922  6560.899241  ThII  
 7827  6561.023329  0.000198     29243  6561.022224  ThI   
 7828  6561.244726  0.000821      2327               ?     
 7829  6561.416625  0.000229      1417               ?     
 7830  6561.564506  0.000274      6753               ?     
 7831  6561.684238  0.000582      5137               ?     
 7832  6561.869019  0.000198     27516  6561.869585  ThII  
 7833  6562.023595  0.000211      4608               ?     
 7834  6562.165493  0.000836      2508               ?     
 7835  6562.574486  0.000924      3055               ?     
 7836  6562.663509  0.000259     20465               ?     
 7837  6562.787995  0.000285      1427               ?     
 7838  6563.824426  0.000984      1274               ?     
 7839  6563.918322  0.000197     20012               ?     
 7840  6565.155366  0.000223      3092               ?     
 7841  6566.001925  0.000229      4402               ?     
 7842  6566.258326  0.000194    142785  6566.257773  ThI   
 7843  6566.773992  0.000729      2843               ?     
 7844  6566.882271  0.000193     74047  6566.883442  ThI   
 7845  6567.708546  0.000688      3930               ?     
 7846  6567.792413  0.001770      1253               ?     
 7847  6567.902021  0.001235      1224               ?     
 7848  6568.012744  0.000932      1797               ?     
 7849  6568.143970  0.000800      1559               ?     
 7850  6568.363708  0.000194     14184               ?     
 7851  6568.488791  0.001245      1399               ?     
 7852  6570.876414  0.001219      4837               ?     
 7853  6570.939656  0.004274      1939               ?     
 7854  6571.446941  0.000259     54904  6571.446926  ThII  
 7855  6571.515445  0.004802      2065               ?     
 7856  6573.214223  0.000189     46789               ?     
 7857  6573.495765  0.000871      1842               ?     
 7858  6573.742634  0.000535      4267               ?     
 7859  6573.843016  0.000213     10803               ?     
 7860  6574.595158  0.000189     28009               ?     
 7861  6574.696504  0.000298     11005  6574.697735  ThII  
 7862  6575.149299  0.000270      1775               ?     
 7863  6575.292380  0.000192      4930               ?     
 7864  6575.445594  0.001831      1352               ?     
 7865  6575.530347  0.001654      1151               ?     
 7866  6576.632910  0.000215      1238               ?     
 7867  6576.799309  0.001093      1140               ?     
 7868  6576.955530  0.000201      2659               ?     
 7869  6577.939744  0.000185    102748  6577.938564  ThI   
 7870  6579.378054  0.000508      6583               ?     
 7871  6579.473166  0.000184    112752  6579.473077  ThII  
 7872  6581.297291  0.000183     17764  6581.298754  ThI   
 7873  6581.936868  0.000643      2715               ?     
 7874  6582.047437  0.000182     76446  6582.047469  ThI   
 7875  6586.431678  0.000178    194921  6586.431765  ThI   
 7876  6586.728165  0.000674      2153               ?     
 7877  6587.012316  0.002317      2100               ?     
 7878  6587.091409  0.002732      3994               ?     
 7879  6587.158294  0.000824     11497  6587.157524  ThI   
 7880  6587.314924  0.000819      1458               ?     
 7881  6587.513103  0.000177     50759  6587.513563  ThI   
 7882  6587.624607  0.000631      2046               ?     
 7883  6587.820184  0.000179     14045  6587.817995  ThII  
 7884  6587.955745  0.000927      1711               ?     
 7885  6588.200024  0.004599       689               ?     
 7886  6588.274599  0.000971      4321               ?     
 7887  6588.443788  0.000179      7792               ?     
 7888  6588.923558  0.014508       924               ?     
 7889  6588.985659  0.002146      2229               ?     
 7890  6589.139656  0.000893      1851               ?     
 7891  6594.375281  0.000649      2455               ?     
 7892  6595.283184  0.000171    230966  6595.283887  ThI   
 7893  6595.429190  0.000310      7510               ?     
 7894  6596.264242  0.000229      4359               ?     
 7895  6596.485989  0.000170     49536               ?     
 7896  6596.712031  0.000278      3668               ?     
 7897  6597.287178  0.000171     12004               ?     
 7898  6597.390362  0.000941       783               ?     
 7899  6597.509690  0.001142      1201               ?     
 7900  6597.618121  0.001164       925               ?     
 7901  6597.934850  0.000168    111845  6597.935489  ArI   
 7902  6598.233349  0.000262      1127               ?     
 7903  6598.782375  0.000272     15951  6598.784356  NoID  
 7904  6598.875244  0.002528      1393               ?     
 7905  6599.200095  0.000169     12351               ?     
 7906  6599.854937  0.000740       954               ?     
 7907  6599.948792  0.001192       646               ?     
 7908  6600.497742  0.000166     91530  6600.499911  ArI   
 7909  6601.305006  0.000166     37175  6601.305164  ThIII 
 7910  6602.554086  0.000165     25734  6602.554149  ThI   
 7911  6602.952481  0.000165     20526               ?     
 7912  6604.586159  0.000163     42785  6604.585588  ThI   
 7913  6604.851644  0.000174      8949               ?     
 7914  6605.287884  0.001317      1023               ?     
 7915  6605.444380  0.000162     50375  6605.444719  ThI   
 7916  6605.610474  0.002009      2813               ?     
 7917  6605.685211  0.012875       620               ?     
 7918  6605.835944  0.000265     13605               ?     
 7919  6605.930268  0.001007      2175               ?     
 7920  6606.677628  0.000161   1236057  6606.677114  ArI   
 7921  6607.241304  0.000160    343909  6607.240791  ThII  
 7922  6610.270299  0.000160     13168  6610.268123  ThI   
 7923  6612.537246  0.000408      1776               ?     
 7924  6612.741159  0.000230      3873               ?     
 7925  6614.414585  0.000185      2106               ?     
 7926  6614.594727  0.001542      1323               ?     
 7927  6614.694207  0.001116      1806               ?     
 7928  6615.609430  0.000231      1969               ?     
 7929  6615.941760  0.000555      2122               ?     
 7930  6616.174056  0.000571     39715  6616.177163  ArII  
 7931  6616.269016  0.001103      3380               ?     
 7932  6616.899255  0.000401      9480               ?     
 7933  6616.984619  0.001389      2051               ?     
 7934  6617.102555  0.012331      1280               ?     
 7935  6617.166791  0.001910      3252               ?     
 7936  6618.514418  0.000242      2588               ?     
 7937  6618.672318  0.000270      1672               ?     
 7938  6618.886459  0.000210     62766  6618.885418  ThII  
 7939  6619.343561  0.000209    110423  6619.342998  ThI   
 7940  6619.992740  0.000209    205950  6619.994601  ThI   
 7941  6620.227277  0.000219      4959               ?     
 7942  6621.774153  0.000207    471911  6621.773997  ThII  
 7943  6622.236147  0.000208     22991               ?     
 7944  6624.431278  0.000241      1487               ?     
 7945  6625.316384  0.000258      1273               ?     
 7946  6625.454860  0.000245      1566               ?     
 7947  6625.609848  0.000207     12797               ?     
 7948  6627.951984  0.000208      6281               ?     
 7949  6629.998295  0.000211      3463               ?     
 7950  6630.168981  0.000250      1192               ?     
 7951  6630.851946  0.000397      1009               ?     
 7952  6631.070673  0.000214      3027               ?     
 7953  6633.006714  0.000684       812               ?     
 7954  6633.097845  0.000288      1875               ?     
 7955  6633.399069  0.000203      7344               ?     
 7956  6633.915056  0.000199    184496  6633.914764  ArI   
 7957  6635.289256  0.000199     19386  6635.289753  ThII  
 7958  6635.410942  0.000201      9917               ?     
 7959  6635.615737  0.000199     14211               ?     
 7960  6636.919838  0.000279       863               ?     
 7961  6639.035581  0.000196     15104  6639.034739  ThI   
 7962  6639.160073  0.000197     15632  6639.157891  NoID  
 7963  6640.054199  0.000194    837121  6640.053377  ArII  
 7964  6640.602113  0.000205     10474               ?     
 7965  6640.745259  0.000193    520968  6640.745226  ThI   
 7966  6641.574340  0.000193    645528  6641.573871  ArII  
 7967  6643.826817  0.000251      1398               ?     
 7968  6643.967638  0.000217      2053               ?     
 7969  6648.049867  0.000267       916               ?     
 7970  6648.155019  0.000193      4961               ?     
 7971  6648.376157  0.000188     83369  6648.376098  ThII  
 7972  6648.563211  0.001971       775               ?     
 7973  6648.645659  0.000632      3553               ?     
 7974  6648.781968  0.000227      1203               ?     
 7975  6648.935178  0.000224      1586               ?     
 7976  6650.179883  0.000532      3752               ?     
 7977  6650.331690  0.000186     59969  6650.331369  ThII  
 7978  6650.494372  0.001230      1109               ?     
 7979  6650.599690  0.001077      1458               ?     
 7980  6650.793892  0.000186     71825  6650.794634  ThII  
 7981  6650.950749  0.000191      4671               ?     
 7982  6651.112944  0.000198      2672               ?     
 7983  6652.396785  0.000185     17280  6652.396522  ThI   
 7984  6653.002571  0.000241      1148               ?     
 7985  6653.105845  0.001357       906               ?     
 7986  6653.203100  0.000262      1943               ?     
 7987  6655.439388  0.000185      8235               ?     
 7988  6655.947432  0.000263      2360               ?     
 7989  6656.067247  0.000185      7305               ?     
 7990  6656.205865  0.000181    106161  6656.204976  NoID  
 7991  6656.907795  0.000186      4645               ?     
 7992  6657.326769  0.000181     26299  6657.326970  ThI   
 7993  6657.600464  0.000191      3388               ?     
 7994  6657.763980  0.000181     15458  6657.765368  ThI   
 7995  6658.697752  0.000484     12830               ?     
 7996  6658.774825  0.000189    192681  6658.776372  ArI   
 7997  6660.023084  0.000190      2878               ?     
 7998  6660.515860  0.000178    724256  6660.516035  ThI   
 7999  6662.515193  0.000176    718813  6662.514898  ArI   

 8000  6665.536450  0.000174    123484  6665.536636  ThI   
 8001  6665.890995  0.000173    813993  6665.890713  ArI   
 8002  6668.199366  0.000171    919233  6668.199463  ArII  
 8003  6668.972765  0.000181     19016               ?     
 8004  6670.505881  0.000178      4498               ?     
 8005  6670.657126  0.000169    180018  6670.657677  ThI   
 8006  6670.780735  0.000171     18479  6670.781294  ThI   
 8007  6671.084745  0.001036      1112               ?     
 8008  6671.291940  0.000271     13518  6671.290850  ThI   
 8009  6671.380381  0.001164      1828               ?     
 8010  6671.475478  0.001479      1080               ?     
 8011  6672.565549  0.000179      3028               ?     
 8012  6673.121743  0.001572      1371               ?     
 8013  6673.202661  0.001609      1321               ?     
 8014  6673.668618  0.000237      1380               ?     
 8015  6673.955179  0.000167     32083               ?     
 8016  6674.248515  0.000172      8651               ?     
 8017  6675.124684  0.000833      1385               ?     
 8018  6675.254087  0.000170      7120               ?     
 8019  6675.422676  0.000165    110020  6675.422329  ThI   
 8020  6676.539949  0.000164   1349641  6676.539889  ThI   
 8021  6679.804464  0.000438      4086               ?     
 8022  6680.550927  0.000161    566573  6680.550722  ThI   
 8023  6681.481191  0.000351      1119               ?     
 8024  6681.926055  0.000160     41033  6681.925512  ThI   
 8025  6684.682680  0.000160     11182               ?     
 8026  6685.212537  0.000156    502661  6685.212605  ThI   
 8027  6685.892336  0.000157     71490  6685.893916  ThI   
 8028  6686.138819  0.000155   1284331  6686.138083  ArII  
 8029  6686.634114  0.000155    122626               ?     
 8030  6688.061494  0.000476      4348               ?     
 8031  6688.970150  0.000500      5111               ?     
 8032  6689.265187  0.000495     12900  6689.269754  NoID  
 8033  6689.370383  0.000218     43951  6689.367078  ThI   
 8034  6691.628249  0.000344      2714               ?     
 8035  6691.804805  0.000212     43261               ?     
 8036  6693.239069  0.000239      2388               ?     
 8037  6693.975683  0.001649      1271               ?     
 8038  6694.074457  0.002125       972               ?     
 8039  6694.574165  0.000210    103031  6694.574025  ThII  
 8040  6694.965540  0.001557       959               ?     
 8041  6695.054689  0.000214     10688               ?     
 8042  6695.854280  0.000209     74009  6695.854925  ThI   
 8043  6696.344613  0.000209     64526  6696.344957  ThI   
 8044  6696.525285  0.000283      2079               ?     
 8045  6696.864762  0.000380      1406               ?     
 8046  6697.029195  0.000221      4047               ?     
 8047  6697.548039  0.000222      3924               ?     
 8048  6697.989309  0.000207    184719  6697.988739  ThI   
 8049  6698.137997  0.000242     15067  6698.142085  ArII  
 8050  6699.201519  0.000387      1508               ?     
 8051  6699.561667  0.000206    495064  6699.561424  ThI   
 8052  6700.320193  0.000205    160563               ?     
 8053  6700.461909  0.000388      9762               ?     
 8054  6700.723816  0.000205    834165  6700.722643  ArI   
 8055  6702.367801  0.000483      2765               ?     
 8056  6702.599686  0.000355     30724  6702.599886  NoID  
 8057  6702.654393  0.010253      3268               ?     
 8058  6703.232946  0.000210      5298               ?     
 8059  6703.396217  0.000210      5470               ?     
 8060  6703.722327  0.000275      1443               ?     
 8061  6703.864604  0.000270       881               ?     
 8062  6704.587885  0.000289       729               ?     
 8063  6705.075595  0.000228      1871               ?     
 8064  6705.205738  0.000209      4501               ?     
 8065  6705.746681  0.000202     25912  6705.747450  ThII  
 8066  6705.901520  0.000202     31821  6705.901870  NoID  
 8067  6707.826553  0.000284      1290               ?     
 8068  6707.942708  0.000215      2761               ?     
 8069  6708.103501  0.000252      1522               ?     
 8070  6709.349925  0.000247      1048               ?     
 8071  6709.613629  0.000200     31503               ?     
 8072  6709.767958  0.000200     18953               ?     
 8073  6709.931310  0.003122      1597               ?     
 8074  6709.994790  0.003137      1396               ?     
 8075  6710.139144  0.000209      3558               ?     
 8076  6710.246309  0.000308      1759               ?     
 8077  6710.692735  0.000200     12761  6710.693243  ThI   
 8078  6712.178815  0.001241      1531               ?     
 8079  6712.395513  0.000199     12552               ?     
 8080  6712.720491  0.000199     11245               ?     
 8081  6712.930852  0.000211      3320               ?     
 8082  6713.104826  0.000196    313352  6713.104883  ThI   
 8083  6713.347639  0.000215      6384               ?     
 8084  6713.578048  0.000240      1253               ?     
 8085  6713.710394  0.000204      3944               ?     
 8086  6713.869514  0.000210      3056               ?     
 8087  6714.047926  0.000202      4632               ?     
 8088  6714.199189  0.000725      2184               ?     
 8089  6714.376450  0.000280      1224               ?     
 8090  6714.559332  0.000330      1665               ?     
 8091  6714.707879  0.000762      1500               ?     
 8092  6715.311282  0.000281      1643               ?     
 8093  6715.453375  0.000196     12126  6715.450610  ThI   
 8094  6715.823325  0.000194    656819  6715.823540  ThI   
 8095  6716.350515  0.000225      1499               ?     
 8096  6716.539452  0.000198      5944               ?     
 8097  6717.042021  0.000193     33283  6717.042380  ThII  
 8098  6717.270092  0.001293      1246               ?     
 8099  6717.368304  0.000194     17094  6717.367566  ThI   
 8100  6717.808163  0.000230      1160               ?     
 8101  6719.239295  0.000191     85638  6719.239520  ThI   
 8102  6719.532181  0.000192     32675               ?     
 8103  6722.659867  0.000200      3060               ?     
 8104  6722.934382  0.000193      5829               ?     
 8105  6723.473371  0.000230      1487               ?     
 8106  6723.567640  0.001239       585               ?     
 8107  6723.723345  0.004126       567               ?     
 8108  6723.811887  0.001005      2511               ?     
 8109  6724.287715  0.001745       802               ?     
 8110  6724.421573  0.001613       744               ?     
 8111  6724.746097  0.000187     86204  6724.745424  ArI   
 8112  6725.197070  0.000291       601               ?     
 8113  6727.227099  0.000802      2000               ?     
 8114  6727.326770  0.001706       690               ?     
 8115  6728.167516  0.000186     17571  6728.165961  ThI   
 8116  6728.805037  0.000185     18792               ?     
 8117  6729.975654  0.000183    200700  6729.975683  ThI   
 8118  6730.616272  0.000182     88655  6730.616996  ThI   
 8119  6731.791091  0.000182     41420  6731.790592  ThI   
 8120  6732.743210  0.001890       567               ?     
 8121  6733.430296  0.002458       654               ?     
 8122  6733.529017  0.000182     17044  6733.530354  ThI   
 8123  6733.870560  0.000939      6845               ?     
 8124  6733.926702  0.004373      4545               ?     
 8125  6734.508069  0.000179     89628  6734.507627  ThI   
 8126  6734.729636  0.000350      1069               ?     
 8127  6735.173243  0.000183     12155               ?     
 8128  6735.607478  0.000178    216532  6735.607677  ThI   
 8129  6736.715620  0.000211      2169               ?     
 8130  6736.866152  0.000825      1609               ?     
 8131  6736.985547  0.000177     46649  6736.985343  ThI   
 8132  6737.814631  0.000645      1301               ?     
 8133  6737.979439  0.000251      1698               ?     
 8134  6738.161997  0.000231      1453               ?     
 8135  6738.356718  0.000225      1514               ?     
 8136  6738.548840  0.000203      1766               ?     
 8137  6738.949043  0.000260      1056               ?     
 8138  6739.140710  0.000182      4513               ?     
 8139  6739.378051  0.001505       792               ?     
 8140  6739.502624  0.000382      6554               ?     
 8141  6739.590877  0.001914       865               ?     
 8142  6740.040237  0.000175    202351  6740.040000  ThI   
 8143  6740.780662  0.000301       980               ?     
 8144  6743.783227  0.000172     22945  6743.782266  ThI   
 8145  6744.359821  0.000172     22669  6744.362168  ThII  
 8146  6744.745568  0.000171    137448  6744.745777  ThI   
 8147  6745.060661  0.000175      6180               ?     
 8148  6746.564810  0.000179      4610               ?     
 8149  6746.662615  0.000310      1189               ?     
 8150  6747.036895  0.000191      2105               ?     
 8151  6747.999899  0.000170      9570  6747.997673  ThI   
 8152  6749.034751  0.000184      2525               ?     
 8153  6749.826720  0.000605       685               ?     
 8154  6751.179817  0.000168      9343  6751.178368  ThI   
 8155  6753.291028  0.000163     46768  6753.290265  ThI   
 8156  6755.523683  0.000161    178381  6755.523965  ThI   
 8157  6756.130688  0.000218     37986  6756.130491  ThI   
 8158  6756.237369  0.000160    253335  6756.233696  ArI   
 8159  6756.485415  0.000177      8067               ?     
 8160  6758.028364  0.000159    848713  6758.027494  ArI   
 8161  6758.974322  0.000158    111917  6758.974294  ThI   
 8162  6759.214166  0.000310      5866               ?     
 8163  6760.068476  0.000157    111141  6760.068916  ThI   
 8164  6762.156672  0.000201      1829               ?     
 8165  6762.532748  0.000589     14576  6762.529352  ThI   
 8166  6762.758666  0.000593     25634  6762.758476  ThII  
