 Full     Lambda       e     Intensity   preLambda   ID    
          0.1nm      0.1nm                 0.1nm           

 1622  4314.726498  0.000380       506               ?     
 1623  4314.815646  0.000116     10868  4314.815758  ThI   
 1624  4314.991701  0.000118      3335  4314.991720  ThI   
 1625  4315.077468  0.000141      1346               ?     
 1626  4315.225137  0.000531      3470  4315.224361  ThII  
 1627  4315.267435  0.000645      2596  4315.266333  ThI   
 1628  4315.649813  0.000124      2462  4315.650865  NoID  
 1629  4315.710602  0.000152       733  4315.710521  ThI   
 1630  4316.262377  0.001127      4526  4316.264435  ThI   
 1631  4316.287592  0.004779      2133               ?     
 1632  4316.468099  0.000114    274542  4316.467942  ThI   
 1633  4316.685753  0.000119      2067  4316.686002  NoID  
 1634  4316.797536  0.000149       509  4316.796745  ThII  
 1635  4316.922960  0.000147      1511  4316.923465  ThII  
 1636  4317.324082  0.000138     15962  4317.323297  ThI   
 1637  4317.434631  0.000126      1090  4317.433365  ThI   
 1638  4317.759302  0.000142      3251               ?     
 1639  4318.441250  0.000137       655  4318.440936  ThII  
 1640  4318.602897  0.000141      3388               ?     
 1641  4318.750209  0.000146      1899               ?     
 1642  4319.055811  0.000137      5151  4319.054350  ThI   
 1643  4319.334403  0.000135       664               ?     
 1644  4319.508519  0.000137      4748  4319.508255  ThII  
 1645  4319.630120  0.000132     75970  4319.630208  ThII  
 1646  4319.738821  0.000141      2111  4319.738900  ThI   
 1647  4320.312838  0.000137      3626  4320.312011  ThII  
 1648  4320.407641  0.000143      1487  4320.409930  ThI   
 1649  4321.021798  0.000138      2518  4321.022129  NoID  
 1650  4321.341340  0.000132     60621  4321.341300  ThII  
 1651  4321.567764  0.000144      1230  4321.567827  NoID  
 1652  4321.665970  0.000139      2227  4321.666121  ThII  
 1653  4321.953969  0.000134     10577  4321.953726  ThI   
 1654  4322.312431  0.000117      1851  4322.312230  NoID  
 1655  4322.439383  0.000165       406  4322.440114  ThI   
 1656  4322.647150  0.000138      2342  4322.648015  NoID  
 1657  4322.941945  0.000140      1742  4322.941693  ThI   
 1658  4323.794452  0.000141      1576               ?     
 1659  4323.956007  0.000143      1357               ?     
 1660  4324.260532  0.000163       532               ?     
 1661  4324.787335  0.000154      1657  4324.787493  NoID  
 1662  4324.850855  0.000152      1576  4324.851330  ThI   
 1663  4325.659583  0.000132       896  4325.658329  NoID  
 1664  4326.116074  0.000154      2835  4326.115701  ThI   
 1665  4326.179598  0.001074       594               ?     
 1666  4326.236410  0.000436      1769  4326.237223  NoID  
 1667  4326.490530  0.000132     39475  4326.490376  ThI   
 1668  4326.978275  0.000134     12504  4326.978292  NoID  
 1669  4327.076304  0.000133     14733  4327.076307  ThI   
 1670  4327.140871  0.000403       780               ?     
 1671  4327.737760  0.000162      1633  4327.737538  NoID  
 1672  4327.799399  0.000569       432               ?     
 1673  4327.900619  0.000140      1563  4327.899310  NoID  
 1674  4328.446831  0.000133     11422  4328.447964  ThII  
 1675  4328.554078  0.000139      2193  4328.553372  ArII  
 1676  4328.932065  0.000133     12337  4328.931468  ThI   
 1677  4329.199965  0.000144      1649  4329.199893  ThI   
 1678  4329.269491  0.000220       570  4329.270382  NoID  
 1679  4329.356843  0.000188       512               ?     
 1680  4329.439708  0.000690       561               ?     
 1681  4329.501982  0.000778       524               ?     
 1682  4329.906051  0.000137      3252  4329.905043  ThII  
 1683  4330.132665  0.000126    281603  4330.132619  ThI   
 1684  4330.324609  0.000141      1789  4330.325022  NoID  
 1685  4330.437533  0.000140      1712  4330.437235  NoID  
 1686  4330.655547  0.000175     19633  4330.655490  ArII  
 1687  4330.708948  0.000264      7208  4330.708678  ThII  
 1688  4331.128318  0.000185       433               ?     
 1689  4331.429680  0.000186      6902  4331.429423  ThI   
 1690  4331.485840  0.000464      1742  4331.482837  NoID  
 1691  4331.628950  0.000135     17954  4331.629597  ThI   
 1692  4331.784842  0.000144      1076  4331.783496  ThI   
 1693  4331.897975  0.000130      4581               ?     
 1694  4332.061850  0.000133     90260  4332.061545  ThI   
 1695  4332.799971  0.000150      1345  4332.801457  ThI   
 1696  4333.247897  0.000141    223182  4333.247554  ArII  
 1697  4333.557239  0.000141     17834  4333.557641  ThI   
 1698  4334.503272  0.000134      2855  4334.501941  ThI   
 1699  4335.155475  0.000129      2944  4335.155521  ThII  
 1700  4335.963804  0.000264       486               ?     
 1701  4336.151449  0.000211       756  4336.149891  NoID  
 1702  4337.211877  0.000150       830  4337.212513  ThI   
 1703  4338.207657  0.000126      7897  4338.205757  ThI   
 1704  4338.290236  0.000122    140086  4338.289922  ArII  
 1705  4338.496564  0.000122    471330  4338.496829  ThI   
 1706  4338.858032  0.000130      1474  4338.858007  ThI   
 1707  4339.086539  0.000177       430  4339.083230  ThII  
 1708  4339.189572  0.000152       593  4339.189854  NoID  
 1709  4339.327356  0.000121     51397  4339.327439  ThI   
 1710  4339.450168  0.000123      7527  4339.450401  ArII  
 1711  4339.758376  0.000215       432               ?     
 1712  4340.018847  0.000140       724               ?     
 1713  4340.233513  0.000136       978  4340.233377  NoID  
 1714  4340.594993  0.000122      4207  4340.596333  ThI   
 1715  4340.670072  0.000125      1990  4340.670190  NoID  
 1716  4341.001910  0.000131      1164  4341.004237  NoID  
 1717  4341.091925  0.000121     11070  4341.091770  ThI   
 1718  4341.148776  0.000528      1292  4341.145517  ThI   
 1719  4342.115542  0.000119     85493  4342.115789  ThI   
 1720  4342.552148  0.000142       713               ?     
 1721  4343.269313  0.000121      3303  4343.268186  ThI   
 1722  4343.664754  0.000118    244032  4343.664988  ThI   
 1723  4343.896080  0.000119      7035  4343.896447  ThI   
 1724  4344.194038  0.000134      1782  4344.195662  ThI   
 1725  4344.467684  0.000124      1650               ?     
 1726  4344.602830  0.000117     21166  4344.602769  ThI   
 1727  4344.824759  0.000122      3895  4344.824625  ThII  
 1728  4344.897894  0.000836       772               ?     
 1729  4344.967734  0.000702       844               ?     
 1730  4345.172627  0.000117     33874  4345.172660  ThII  
 1731  4345.547773  0.000116     82031  4345.547848  ThII  
 1732  4346.857509  0.000116      9306  4346.857078  ThI   
 1733  4346.923860  0.000119      5167  4346.923892  ThI   
 1734  4347.073013  0.000203     23819  4347.073155  ThI   
 1735  4347.117463  0.000382     12026  4347.117337  ArII  
 1736  4348.417058  0.004752      1391  4348.414919  ThII  
 1737  4348.468606  0.001815      1913  4348.468204  ThII  
 1738  4348.860886  0.000142      6045  4348.860681  ThI   
 1739  4350.294656  0.000131    176754  4350.294785  ThI   
 1740  4350.566588  0.000146      1983  4350.568856  ThI   
 1741  4350.649959  0.000140      3255  4350.649678  NoID  
 1742  4350.852650  0.000139      3757  4350.852313  ThI   
 1743  4351.494431  0.000135     15258  4351.494586  ThI   
 1744  4351.614626  0.000142      2036  4351.614565  NoID  
 1745  4352.242310  0.000141      2661  4352.241455  ThI   
 1746  4353.835309  0.000133     58979  4353.835648  ThI   
 1747  4353.904892  0.000246      4050               ?     
 1748  4354.043021  0.000137      3106  4354.043623  ThII  
 1749  4354.430491  0.000138      2465  4354.430490  NoID  
 1750  4354.538291  0.000135      4883  4354.537414  ThI   
 1751  4354.614740  0.000294      4064               ?     
 1752  4354.672511  0.000127    214246  4354.672408  ThI   
 1753  4355.706655  0.000132     25328  4355.706412  ThI   
 1754  4355.874074  0.000139      4401               ?     
 1755  4356.544413  0.000133     13753  4356.544669  ThII  
 1756  4356.751131  0.000133     11436  4356.750113  NoID  
 1757  4357.268609  0.000133     18047  4357.268876  ThI   
 1758  4357.745898  0.000133     14482               ?     
 1759  4358.474944  0.000143      2384               ?     
 1760  4358.838232  0.000133     18628  4358.838009  ThII  
 1761  4358.997014  0.000153       837  4358.996280  NoID  
 1762  4359.077983  0.000137      2421  4359.077624  NoID  
 1763  4359.199296  0.000142      1387  4359.200302  ThI   
 1764  4359.305690  0.000137      2728  4359.304458  ThI   
 1765  4359.545255  0.000131     82459  4359.545018  ThI   
 1766  4360.510838  0.000146      1343               ?     
 1767  4360.597794  0.000130     65616  4360.597195  ThI   
 1768  4360.781484  0.000139      2694  4360.783187  NoID  
 1769  4361.392744  0.000135     20160  4361.392711  ThI   
 1770  4361.596995  0.000192       476               ?     
 1771  4361.909989  0.006881      1244               ?     
 1772  4361.943920  0.001097      4614  4361.943422  ThI   
 1773  4362.532943  0.000233      9485  4362.532849  ThII  
 1774  4362.581548  0.001137      1228               ?     
 1775  4362.819423  0.000159       759  4362.819409  NoID  
 1776  4362.907851  0.000198       856               ?     
 1777  4363.021926  0.000140      1454  4363.020305  ThII  
 1778  4363.292580  0.000140    210177  4363.291851  ArII  
 1779  4363.698111  0.000141     15530  4363.698185  ThI   
 1780  4363.784050  0.000217       618               ?     
 1781  4363.947565  0.000149      2000  4363.947915  ThI   
 1782  4364.015916  0.000144      4716  4364.015617  NoID  
 1783  4364.351284  0.000261       837  4364.350695  NoID  
 1784  4364.656927  0.000269      2503  4364.659764  ThI   
 1785  4364.725938  0.000519      1130  4364.726098  ThI   
 1786  4365.021134  0.000148     46618  4365.020662  ArI   
 1787  4365.242490  0.012373      2102               ?     
 1788  4365.267447  0.001435      4823  4365.266561  ThI   
 1789  4365.609616  0.000579       640               ?     
 1790  4365.689451  0.000784      2218  4365.688491  ThI   
 1791  4365.735099  0.000737      2413  4365.735168  ThI   
 1792  4366.170195  0.000233       541               ?     
 1793  4366.246744  0.000128      3258  4366.246541  ThI   
 1794  4367.157171  0.000125    243751  4367.157061  ThI   
 1795  4367.352508  0.000127      4054  4367.352673  ThI   
 1796  4368.036125  0.000139       947  4368.036078  ThI   
 1797  4368.417399  0.000151      1048  4368.419004  ThI   
 1798  4368.513487  0.000124     22756  4368.513563  ThI   
 1799  4368.645407  0.000124     24146  4368.645418  ThI   

 1800  4369.498451  0.001481       277               ?     
 1801  4369.580831  0.000142      1104  4369.582141  ThI   
 1802  4370.220656  0.000126      2750  4370.223158  ThI   
 1803  4370.510660  0.000678     13631               ?     
 1804  4370.536426  0.002301      7642               ?     
 1805  4370.635310  0.000132      1726  4370.636668  ThI   
 1806  4370.722683  0.000122     31319  4370.722669  ThI   
 1807  4370.786764  0.000346      6422  4370.784946  NoID  
 1808  4370.832978  0.000396      5591  4370.832190  ThI   
 1809  4371.103576  0.000122    215312  4371.103601  ThI   
 1810  4371.608388  0.000137      3254               ?     
 1811  4372.368463  0.000122      7538  4372.368094  ThI   
 1812  4373.323846  0.000121      6840               ?     
 1813  4373.399997  0.001266       336               ?     
 1814  4373.718216  0.000122     17722  4373.718309  ArII  
 1815  4373.805301  0.002893       271               ?     
 1816  4373.877588  0.000412      1578  4373.878026  ThI   
 1817  4374.188318  0.000922       478               ?     
 1818  4374.268004  0.000120     14696  4374.267832  NoID  
 1819  4374.371221  0.000126      4857  4374.372250  NoID  
 1820  4374.436946  0.000127      3352  4374.436871  ThI   
 1821  4374.700356  0.001306       610               ?     
 1822  4374.751691  0.000918      1102               ?     
 1823  4375.241422  0.000118     48162  4375.241062  ThI   
 1824  4375.940473  0.000121      4991  4375.939252  NoID  
 1825  4376.014584  0.000118     73421  4376.014450  ThII  
 1826  4376.088861  0.000118     64521               ?     
 1827  4376.259381  0.000438      3943  4376.261512  ThII  
 1828  4376.312810  0.000289      6377  4376.317685  NoID  
 1829  4376.630759  0.000163       835  4376.632779  ThI   
 1830  4377.489935  0.000120      4135  4377.488578  ThI   
 1831  4377.583422  0.000136      2127               ?     
 1832  4377.659472  0.001121       343               ?     
 1833  4377.760669  0.000117     18925  4377.760643  NoID  
 1834  4378.321580  0.000545       364               ?     
 1835  4378.547473  0.000125      2233  4378.544758  ThII  
 1836  4378.632128  0.000458       355               ?     
 1837  4378.721166  0.000993       708  4378.722659  NoID  
 1838  4378.776423  0.000156     11935               ?     
 1839  4378.880879  0.000119      2655  4378.881955  ThI   
 1840  4379.144473  0.000139      3313  4379.144874  ThI   
 1841  4379.254526  0.000137      5292  4379.253342  NoID  
 1842  4379.407016  0.000123    514635  4379.407058  ThI   
 1843  4380.444360  0.000135     21483  4380.443997  ArII  
 1844  4380.897793  0.000139    956225  4380.897079  ArII  
 1845  4381.516786  0.000132     22540  4381.517096  ThI   
 1846  4381.946290  0.000161      2270  4381.949682  ThI   
 1847  4382.112793  0.000138      2041  4382.113208  ThI   
 1848  4382.563254  0.000146      4843  4382.565041  NoID  
 1849  4382.632455  0.000130     48270  4382.632843  ThII  
 1850  4383.091148  0.000125    255067  4383.091258  ThII  
 1851  4383.434531  0.000278      3126  4383.435593  ThI   
 1852  4383.493751  0.000487      1508               ?     
 1853  4383.619303  0.000141      1563  4383.617370  NoID  
 1854  4384.566416  0.000141      1529  4384.566985  NoID  
